"Scientific_Name";"Duration";"Active_Growth_Period";"Foliage_Color";"pH_Min";"pH_Max";"Precip_Min";"Precip_Max";"Shade_Tolerance";"Temp_Min_F"
"Arisaema dracontium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arisaema triphyllum";"Perennial";"Spring and Summer";"Green";4,8;7;34;50;"Tolerant";-18
"Arisaema triphyllum ssp. pusillum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arisaema triphyllum ssp. stewardsonii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arisaema triphyllum ssp. triphyllum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aristida adscensionis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida dichotoma";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida dichotoma var. curtissii";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida dichotoma var. dichotoma";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida lanosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida longespica";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida longespica var. geniculata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida longespica var. longespica";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida oligantha";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida purpurascens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida purpurascens var. purpurascens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida purpurascens var. virgata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aristida tuberculosa";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aristolochia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aristolochia clematitis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aristolochia macrophylla";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aristolochia serpentaria";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Armoracia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Armoracia rusticana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arnica";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Arnica acaulis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arnoglossum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Arnoglossum atriplicifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arnoglossum reniforme";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arrhenatherum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Arrhenatherum elatius";"Perennial";"Spring";"Green";5;7;32;50;"Intermediate";-38
"Arrhenatherum elatius var. bulbosum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arrhenatherum elatius var. elatius";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia abrotanum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia absinthium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia annua";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia biennis";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia biennis var. biennis";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia ludoviciana";"Perennial";"Spring and Summer";"White-Gray";6;9;10;60;"Intolerant";-33
"Artemisia ludoviciana ssp. ludoviciana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia pontica";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia scoparia";"Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia stelleriana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Artemisia vulgaris";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arthraxon";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Arthraxon hispidus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aruncus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aruncus dioicus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aruncus dioicus var. dioicus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aruncus dioicus var. pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arundinaria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Arundinaria gigantea";"Perennial";"Spring";"Dark Green";5;6,9;24;100;"Intolerant";-23
"Arundinaria tecta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Arundo";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Arundo donax";"Perennial";"Spring, Summer, Fall";"Green";4,8;7;35;65;"Intermediate";7
"Asarum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Asarum canadense";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias amplexicaulis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias exaltata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias incarnata";"Perennial";"Spring";"Green";5;8;15;65;"Intolerant";-38
"Asclepias incarnata ssp. incarnata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias incarnata ssp. pulchra";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias lanceolata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias linearis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias longifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias purpurascens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias quadrifolia";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias rubra";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias syriaca";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias tuberosa";"Perennial";"Spring and Summer";"Green";4,8;6,8;28;45;"Intolerant";-33
"Asclepias tuberosa ssp. tuberosa";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias variegata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias verticillata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asclepias viridiflora";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asimina";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Asimina triloba";"Perennial";"Spring and Summer";"Dark Green";4,7;7,2;36;80;"Tolerant";-27
"Asparagus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Asparagus officinalis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asperugo";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Asperugo procumbens";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Asperula";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Asperula arvensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aspicilia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium bradleyi";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium ×ebenoides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium ×gravesii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium montanum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium ×morganii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium pinnatifidum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium platyneuron";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium platyneuron var. platyneuron";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium resiliens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium rhizophyllum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium ruta-muraria";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium ruta-muraria var. cryptolepis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium ruta-muraria var. lanceolum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium scolopendrium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium scolopendrium var. americanum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium trichomanes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium trichomanes ssp. quadrivalens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium trichomanes ssp. trichomanes";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium ×trudellii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Asplenium ×virginicum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Astilbe";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Astilbe biternata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Astragalus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Astragalus canadensis";"Perennial";"Spring, Summer, Fall";"Green";6;8;20;50;"Intolerant";-38
"Astragalus canadensis var. canadensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Astragalus distortus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Astragalus distortus var. distortus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Astragalus hamosus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Athyrium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Athyrium filix-femina";"Perennial";"Spring, Summer, Fall";"Green";4,5;7;30;60;"Tolerant";-38
"Athyrium filix-femina ssp. angustum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Athyrium filix-femina ssp. asplenioides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex cristata";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex elegans";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex elegans var. thornberi";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex joaquiniana";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex littoralis";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex patula";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex prostrata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Atriplex rosea";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria flava";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria flava var. flava";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria flava var. macrantha";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria laevigata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria pedicularia";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria pedicularia var. intercedens";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria pedicularia var. pedicularia";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Aureolaria virginica";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Avena";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Avena fatua";"Annual";"Fall, Winter and Spring";"Green";6;7,5;6;24;"Intolerant";-23
"Avena sativa";"Annual";"Spring and Summer";"Green";5,3;8,5;25;100;"Intolerant";-23
"Axonopus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Axonopus furcatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Azolla";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Azolla caroliniana";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Baccharis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Baccharis halimifolia";"Perennial";"Spring, Summer, Fall";"Dark Green";5,5;7,8;36;60;"Intermediate";-3
"Bacidia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bacopa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bacopa caroliniana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bacopa innominata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bacopa monnieri";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bacopa rotundifolia";"Perennial";"Spring, Summer, Fall";"Green";5,4;7,8;24;65;"Intolerant";-33
"Bahia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bahia schaffneri";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Ballota";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Ballota nigra";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Ballota nigra var. nigra";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Baptisia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Baptisia australis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Baptisia australis var. australis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Baptisia tinctoria";"Perennial";"Summer";"Gray-Green";5,8;7;35;60;"Intolerant";2
"Barbarea";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Barbarea verna";"Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Barbarea vulgaris";"Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bartonia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bartonia paniculata";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bartonia paniculata ssp. paniculata";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bartonia virginica";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bassia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bassia hirsuta";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Belamcanda";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Belamcanda chinensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bellis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bellis perennis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Berberis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Berberis canadensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Berberis thunbergii";"Perennial";"Spring and Summer";"Dark Green";5,5;7,2;30;60;"Intolerant";-28
"Berberis vulgaris";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Berchemia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Berchemia scandens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Berteroa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Berteroa incana";"Annual, Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Betula";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Betula alleghaniensis";"Perennial";"Spring and Summer";"Green";4;8;25;80;"Intermediate";-47
"Betula alleghaniensis var. alleghaniensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Betula alleghaniensis var. macrolepis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Betula lenta";"Perennial";"Spring and Summer";"Green";3,6;6,8;29;80;"Intolerant";-26
"Betula nigra";"Perennial";"Spring and Summer";"Green";3;6,5;30;80;"Intolerant";-31
"Betula papyrifera";"Perennial";"Spring and Summer";"Green";4,2;7,4;12;60;"Intolerant";-62
"Betula papyrifera var. papyrifera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Betula populifolia";"Perennial";"Spring and Summer";"Green";3,5;6,5;36;65;"Intermediate";-35
"Betula pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Betula pubescens ssp. pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bidens";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bidens aristosa";"Annual, Biennial";"Spring, Summer, Fall";"Green";5;7;22;55;"Intermediate";52
"Bidens beckii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bidens bidentoides";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bidens bipinnata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bidens cernua";"Annual";"Spring, Summer, Fall";"Green";5,1;7;32;55;"Intermediate";47
"Bidens connata";"Annual";"Spring, Summer, Fall";"Green";5,2;7,1;32;55;"Intermediate";47
"Bidens coronata";"Annual";"Spring, Summer, Fall";"Green";5,2;7,1;32;55;"Intermediate";52
"Bidens discoidea";"Annual";"Spring, Summer, Fall";"Green";5,1;7,1;32;55;"Intermediate";52
"Bidens frondosa";"Annual";"Spring, Summer, Fall";"Green";5,2;7,2;24;60;"Intermediate";47
"Bidens laevis";"Annual, Perennial";"Spring, Summer, Fall";"Green";5;7;24;55;"Intermediate";52
"Bidens mitis";"Annual";"Spring, Summer, Fall";"Green";5;8,6;32;55;"Intermediate";52
"Bidens pilosa";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bidens tenuisecta";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bidens tripartita";"Annual";"Spring, Summer, Fall";"Green";5;7,2;32;55;"Intermediate";47
"Bidens vulgata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bifora";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bifora testiculata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bignonia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bignonia capreolata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Blephilia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Blephilia ciliata";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Blephilia hirsuta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Blephilia hirsuta var. hirsuta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Boehmeria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Boehmeria cylindrica";"Perennial";"Spring";"Green";5,1;7;35;50;"Tolerant";-33
"Boehmeria nivea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Boerhavia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Boerhavia coccinea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Boerhavia erecta";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Boltonia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Boltonia asteroides";"Perennial";"Summer";"Green";5,3;7;22;55;"Intermediate";-38
"Boltonia asteroides var. asteroides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Borago";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Borago officinalis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Borrichia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Borrichia frutescens";"Perennial";"Spring";"Green";6,1;7,5;28;60;"Intolerant";17
"Bothriochloa";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bothriochloa pertusa";"Perennial";"Spring and Summer";"Green";5;7,5;20;80;"Intolerant";17
"Botrychium";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium biternatum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium dissectum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium jenmanii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium lanceolatum";"Perennial";"Spring";"Green";4,4;6;32;60;"Tolerant";-33
"Botrychium lanceolatum var. angustisegmentum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium matricariifolium";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium multifidum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium oneidense";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium simplex";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Botrychium virginianum";"Perennial";"Spring and Summer";"Green";5,6;6,9;14;55;"Tolerant";-38
"Bouteloua";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bouteloua aristidoides";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bouteloua aristidoides var. aristidoides";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bouteloua barbata";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bouteloua curtipendula";"Perennial";"Summer";"Green";5,5;8,5;6;25;"Intolerant";-43
"Bouteloua curtipendula var. curtipendula";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bouteloua hirsuta";"Perennial";"Summer";"Green";6;7,2;7;30;"Intolerant";-38
"Bouteloua hirsuta var. hirsuta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Brachiaria";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brachiaria eruciformis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Brachyelytrum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brachyelytrum erectum";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Brasenia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brasenia schreberi";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Brassica";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brassica juncea";"Annual, Perennial";"Fall, Winter and Spring";"Dark Green";6;7,2;30;80;"Intolerant";17
"Brassica napus";"Annual, Biennial";"Fall, Winter and Spring";"Dark Green";6;7,2;40;80;"Intolerant";17
"Brassica nigra";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Brassica oleracea";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Brassica rapa";"Annual, Biennial";"Spring, Summer, Fall";"Green";5;8;35;55;"Intermediate";-13
"Brassica rapa var. rapa";"Annual, Biennial";NA;NA;NA;NA;NA;NA;NA;NA
"Brickellia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Brickellia eupatorioides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Brickellia eupatorioides var. eupatorioides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Briza";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Briza media";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Briza minor";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bromus arvensis";"Annual";"Fall, Winter and Spring";"Green";5,2;7,5;26;55;"Intolerant";-23
"Bromus briziformis";"Annual";"Spring and Summer";"Green";5,3;7,2;12;45;"Intolerant";47
"Bromus catharticus";"Annual, Perennial";"Fall, Winter and Spring";"Green";5,5;8;18;28;"Intolerant";7
"Bromus ciliatus";"Perennial";"Spring and Summer";"Green";5,5;7,5;12;40;"Tolerant";-3
"Bromus ciliatus var. ciliatus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus diandrus";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus diandrus ssp. rigidus";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus hordeaceus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus hordeaceus ssp. hordeaceus";"Annual";"Fall, Winter and Spring";"Green";5,5;8;12;20;"Intermediate";17
"Bromus inermis";"Perennial";"Spring, Summer, Fall";"Green";5,5;8;18;60;"Intolerant";-43
"Bromus inermis ssp. inermis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus inermis ssp. inermis var. inermis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus kalmii";"Perennial";"Spring and Summer";"Green";5,7;7;32;55;"Tolerant";-33
"Bromus latiglumis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus madritensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus nottowayanus";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus pubescens";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus racemosus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus rubens";"Annual";"Fall, Winter and Spring";"Green";6;8,2;5;16;"Intolerant";22
"Bromus secalinus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus secalinus var. secalinus";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus sterilis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bromus tectorum";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Broussonetia";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Broussonetia papyrifera";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Buchnera";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Buchnera americana";"Annual, Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Buddleja";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Buddleja davidii";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Buglossoides";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Buglossoides arvensis";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bulbostylis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bulbostylis capillaris";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bulbostylis capillaris ssp. capillaris";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bulbostylis hirta";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Bupleurum";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Bupleurum lancifolium";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bupleurum odontites";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Bupleurum rotundifolium";"Annual";NA;NA;NA;NA;NA;NA;NA;NA
"Cabomba";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cabomba caroliniana";"Perennial";"Summer";"Gray-Green";5,7;9,2;40;60;"Intermediate";-23
"Cabomba caroliniana var. caroliniana";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cajanus";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cajanus cajan";"Perennial";"Year Round";"Green";5;8,3;25;150;"Intermediate";31
"Cajanus scarabaeoides";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cakile";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Cakile edentula";"Annual, Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cakile edentula ssp. edentula";"Annual, Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cakile edentula ssp. edentula var. edentula";"Annual, Biennial, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Cakile maritima";"Annual, Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Calamagrostis";NA;NA;NA;NA;NA;NA;NA;NA;NA
"Calamagrostis canadensis";"Perennial";"Spring";"Green";4,5;8;14;65;"Intolerant";-33
"Calamagrostis canadensis var. canadensis";"Perennial";NA;NA;NA;NA;NA;NA;NA;NA
"Calamagrostis coarctata";"Perennial";"Spring";"Green";4;7;35;65;"Intolerant";-28
